Input.text,Answer.sentiment.label,Input.original,Title,Description
peppered with sentimental debating and imaginary moments . ,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
peppered with sentimental debating and imaginary moments . ,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a hei to have a film like the hours as an alternative .,Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Computer-altered,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Computer-altered,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Computer-altered,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Computer-altered,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Computer-altered,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Computer-altered,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Computer-altered,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Real,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as a pensive and unqualified considering of an alternative lifestyle , sex with strangers is a earns .",Computer-altered,TRUE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Real,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as pompous .  ",Computer-altered,FALSE,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
